,Unnamed: 0,Text,cleaned_text,len
19079,19150,"Hold a snail with the tip of its shell pointing upwards and the opening towards you, and the shell will normally coil away to the right.",hold a snail with the tip of its shell pointing upwards and the opening towards you and the shell will normally coil away to the right ,135
19084,19155,"What they suspect is happening is that left-handed snails avoid the attentions of right-handed crabs because these dexterous crustaceans find it tricky to eat lefties.To appreciate this theory fully, you need to understand a little about crab table manners.",what they suspect is happening is that left handed snails avoid the attentions of right handed crabs because these dexterous crustaceans find it tricky to eat lefties to appreciate this theory fully you need to understand a little about crab table manners ,256
19085,19156,Modern-day right-handed crabs orient their prey with the shell pointing away from their body and the opening on the right-hand side.,modern day right handed crabs orient their prey with the shell pointing away from their body and the opening on the right hand side ,132
19093,19164,"Left-handers enjoy an advantage in some sports, such as tennis.",left handers enjoy an advantage in some sports such as tennis ,62
19106,19177,"There are beach scenes, grey streets, chaotic house parties and political portraits, among them a scrum shot of John F. Kennedy (the American president), Willy Brandt (West Berlin's mayor) and Konrad Adenauer (the Chancellor of West Germany) riding in a car at Brandenburg Gate in 1963.The show has a youthful spirit, and children are a recurring theme—at their first communions, playing football.",there are beach scenes grey streets chaotic house parties and political portraits among them a scrum shot of john kennedy the american president willy brandt west berlin s mayor and konrad adenauer the chancellor of west germany riding in a car at brandenburg gate in the show has a youthful spirit and children are a recurring theme at their first communions playing football ,377
19108,19179,"Elsewhere, prepsters at Berlin’s south-west lake, Wannsee, tuck playing cards in their bike wheels, and teens at the beach carry inflatable air beds under their arms, ready for sunbathing on the asphalt.",elsewhere prepsters at berlin s south west lake wannsee tuck playing cards in their bike wheels and teens at the beach carry inflatable air beds under their arms ready for sunbathing on the asphalt ,198
19111,19182,"True love, of course, never fades.",true love of course never fades ,32
19115,19186,"Nor were there teeth, claws or spines.",nor were there teeth claws or spines ,37
19120,19191,"What is more, they think they can see the traces of its muscles.",what is more they think they can see the traces of its muscles ,63
19125,19196,"That let them create an undistorted illustration of the specimen (top right), which put them in mind of a group of living cnidarians called staurozoa (bottom left) and provided a template for an artist’s impression of H. quadriformis (bottom right).Staurozoa themselves are an oddity.",that let them create an undistorted illustration of the specimen top right which put them in mind of a group of living cnidarians called staurozoa bottom left and provided a template for an artist s impression of quadriformis bottom right staurozoa themselves are an oddity ,274
19127,19198,"But unlike others of their kind they live attached to rocks by stalks, rather than swimming free in the sea.",but unlike others of their kind they live attached to rocks by stalks rather than swimming free in the sea ,107
19131,19202,"Medicine has decided that it is always a bad idea to deny food to the ill. Now a new study suggests that by ignoring such old wives’ tales, medics may have missed a trick.",medicine has decided that it is always a bad idea to deny food to the ill now a new study suggests that by ignoring such old wives tales medics may have missed a trick ,168
19150,19221,But they are a useful reminder that there is sometimes genuine wisdom hidden in folksy homilies.,but they are a useful reminder that there is sometimes genuine wisdom hidden in folksy homilies ,96
19153,19224,"Vast shoals of this member of the anchovy family feed on upswelling algae; they are themselves eaten by scores of other species of fish.For decades anchovetas have been ground into fishmeal, of which Peru is the world's top producer.",vast shoals of this member of the anchovy family feed on upswelling algae they are themselves eaten by scores of other species of fish for decades anchovetas have been ground into fishmeal of which peru is the world s top producer ,231
19159,19230,"Each boat's quota is transferable; the aim is to have a smaller, more efficient fleet.In January the minister of production, Jorge Villasante, ended the season with less than 35% of the quota caught because there were too many juveniles, he says.",each boat s quota is transferable the aim is to have a smaller more efficient fleet in january the minister of production jorge villasante ended the season with less than of the quota caught because there were too many juveniles he says ,237
19161,19232,"At the same time, some in the fishing industry have realised that selling anchoveta as food for people, rather than as fertiliser or animal feed, is more profitable.",at the same time some in the fishing industry have realised that selling anchoveta as food for people rather than as fertiliser or animal feed is more profitable ,162
19168,19239,"“It would be irrational to think that in ten years' time we will continue to allow a fish that could feed people to be ground up for farming,” says Mr Vernal.", it would be irrational to think that in ten years time we will continue to allow a fish that could feed people to be ground up for farming says mr vernal ,155
19173,19244,"But what is true for the animal kingdom is, it now turns out, true for the plant one as well, as Martino Adamo of the University of Turin, in Italy, describes this week in Nature Plants.While conducting research in the mountains near Turin on Tephroseris balbisiana, a scruffy yellow-flowered ragwort (pictured), Dr Adamo noticed it was easier to track down information about other, more beautiful, species found in the region than it was to discover things about the object of his own research.",but what is true for the animal kingdom is it now turns out true for the plant one as well as martino adamo of the university of turin in italy describes this week in nature plants while conducting research in the mountains near turin on tephroseris balbisiana a scruffy yellow flowered ragwort pictured dr adamo noticed it was easier to track down information about other more beautiful species found in the region than it was to discover things about the object of his own research ,484
19174,19245,That led him to wonder if the well-attested preferences of zoologists for the showy also extends to botanists.,that led him to wonder if the well attested preferences of zoologists for the showy also extends to botanists ,110
19175,19246,"To find out, he recruited a team of fellow researchers to help him analyse the literature on the matter.To keep the project within bounds, the team restricted their attention to Dr Adamo’s original area of investigation, the south-western Alps.",to find out he recruited a team of fellow researchers to help him analyse the literature on the matter to keep the project within bounds the team restricted their attention to dr adamo s original area of investigation the south western alps ,241
19178,19249,Foremost of these was flower colour.,foremost of these was flower colour ,36
19180,19251,"White-flowered plants did well, too.",white flowered plants did well too ,35
19186,19257,"That one extra biscuit won't make much difference, but once the kilos are on it is hard to get them off.",that one extra biscuit won t make much difference but once the kilos are on it is hard to get them off ,103
19189,19260,"Melt the ice and the balance between heat sent packing straight back into space and heat retained to warm the planet shifts very fast.In his book, Tim Flannery, a zoologist, delves into the science of climate change.",melt the ice and the balance between heat sent packing straight back into space and heat retained to warm the planet shifts very fast in his book tim flannery a zoologist delves into the science of climate change ,213
19191,19262,"Elizabeth Kolbert, who writes for the New Yorker, by no means eschews the science, but her emphasis is on her discussions with people who work in the field, and much of her writing is anecdotal.Both books trumpet the same central message: act now.",elizabeth kolbert who writes for the new yorker by no means eschews the science but her emphasis is on her discussions with people who work in the field and much of her writing is anecdotal both books trumpet the same central message act now ,242
19193,19264,"Once the ice is gone, it will not come back.",once the ice is gone it will not come back ,43
19209,19280,"It really fears the cold, but rather likes the heat.",it really fears the cold but rather likes the heat ,51
19210,19281,"The word “warming”, therefore, has positive overtones.",the word warming therefore has positive overtones ,50
19211,19282,"So perhaps the underlying problem is not so much, as in the case of staying slim, that you have to trade a real sacrifice now for a potential benefit in the future, but that a lot of people who are perfectly willing to believe that global warming is happening don't really see it is a problem at all.",so perhaps the underlying problem is not so much as in the case of staying slim that you have to trade a real sacrifice now for a potential benefit in the future but that a lot of people who are perfectly willing to believe that global warming is happening don t really see it is a problem at all ,297
19231,19302,"At the same time, people are working on shrinking the receivers to the point where they can be attached easily to fish.Godi Fischer of the University of Rhode Island is one of those attempting this receiver-shrinking.",at the same time people are working on shrinking the receivers to the point where they can be attached easily to fish godi fischer of the university of rhode island is one of those attempting this receiver shrinking ,216
19236,19307,He plans to attach them to tuna and swordfish later this year.,he plans to attach them to tuna and swordfish later this year ,62
19238,19309,"Swordfish follow a daily pattern, diving at dawn and spending the day at depths of up to 800 metres before rising near the surface again at night.",swordfish follow a daily pattern diving at dawn and spending the day at depths of up to metres before rising near the surface again at night ,141
19239,19310,But nobody knows what drives them to do this.Dr Thorrold suspects it may be related to the way the fish interact with so-called mesoscale features.,but nobody knows what drives them to do this dr thorrold suspects it may be related to the way the fish interact with so called mesoscale features ,147
19244,19315,"This could shed light on “ocean phase mortality”—the number of fish that go out into the deep ocean from their freshwater spawning grounds but fail to return to them later in life, to spawn themselves.",this could shed light on ocean phase mortality the number of fish that go out into the deep ocean from their freshwater spawning grounds but fail to return to them later in life to spawn themselves ,198
19246,19317,They spawn at sea and the young then swim back to freshwater to live out most of their lives.,they spawn at sea and the young then swim back to freshwater to live out most of their lives ,93
19253,19324,"This snow falls from the surface to the ocean depths, where it decays so slowly that it may persist for thousands of years.",this snow falls from the surface to the ocean depths where it decays so slowly that it may persist for thousands of years ,122
19262,19333,But having decent navigation beacons in place will surely help.,but having decent navigation beacons in place will surely help ,63
19265,19336,"Philatelists delight in rare stamps; petrol-heads in classic cars; oenophiles in that most liquid of assets, fine wine.",philatelists delight in rare stamps petrol heads in classic cars oenophiles in that most liquid of assets fine wine ,116
19269,19340,"These take the untidy spray of data points about a given vintage—the particulars of the weather that year, the vineyard’s history of medallion-winning and so on—and use them to draw the straight line that has, over the course of time, most closely approximated the price.",these take the untidy spray of data points about a given vintage the particulars of the weather that year the vineyard s history of medallion winning and so on and use them to draw the straight line that has over the course of time most closely approximated the price ,268
19279,19350,"For those with more untamed price histories, though—ie, the ones on which most money could, in principle, be made—machine learning roundly won.",for those with more untamed price histories though ie the ones on which most money could in principle be made machine learning roundly won ,139
19284,19355,"Over a million Mongolian gazelles roam across this steppe, and the sight of these vast herds on their annual migrations is every bit as breathtaking as that of the Serengeti's wildebeest.Now, plans for development, of a kind, are throwing the Eastern Steppe's uniqueness into doubt.",over a million mongolian gazelles roam across this steppe and the sight of these vast herds on their annual migrations is every bit as breathtaking as that of the serengeti s wildebeest now plans for development of a kind are throwing the eastern steppe s uniqueness into doubt ,278
19293,19364,It promises to be prohibitively expensive at a time when the government lacks the money to keep even the existing few roads under good repair.,it promises to be prohibitively expensive at a time when the government lacks the money to keep even the existing few roads under good repair ,142
19298,19369,"Not bad for a piffling structure 80 kilometres (50 miles) from the nearest Mongolian settlement, that of a nomadic herding family, and over 100km from Sumber, the nearest village.This is where the absurdities multiply, for the bridge is claimed by its boosters in the Mongolian and Chinese governments to be about to set the local economy on fire.",not bad for a piffling structure kilometres miles from the nearest mongolian settlement that of a nomadic herding family and over km from sumber the nearest village this is where the absurdities multiply for the bridge is claimed by its boosters in the mongolian and chinese governments to be about to set the local economy on fire ,332
19299,19370,"When the bridge, which the Chinese are paying for, reaches the Mongolian bank barely a track awaits it.",when the bridge which the chinese are paying for reaches the mongolian bank barely a track awaits it ,101
19300,19371,"Meanwhile, traders and local officials in dirt-poor Sumber say they are furious at the new plans.",meanwhile traders and local officials in dirt poor sumber say they are furious at the new plans ,96
19301,19372,"Two years ago, the prime minister, Nambaryn Enkhbayar, promised to improve the road and the bridge at their existing border crossing: but they fear that if the new one goes ahead, theirs will be closed.In addition, planners want to put the new bridge through the top of a supposedly-protected national park.",two years ago the prime minister nambaryn enkhbayar promised to improve the road and the bridge at their existing border crossing but they fear that if the new one goes ahead theirs will be closed in addition planners want to put the new bridge through the top of a supposedly protected national park ,301
19312,19383,"Male chimpanzees and lions kill the suckling infants of females before mating with them, as this brings those females more rapidly into oestrus.",male chimpanzees and lions kill the suckling infants of females before mating with them as this brings those females more rapidly into oestrus ,143
19322,19393,"In a second, the males’ bodies were removed and the females ate nothing.",in a second the males bodies were removed and the females ate nothing ,70
19323,19394,"And, in a third, the males’ bodies were substituted by a cricket of about the same weight as a male spider.Not surprisingly, the offspring of females in the first group—those allowed to cannibalise their partners—were bigger, more numerous and longer-lived than those of females in the second.",and in a third the males bodies were substituted by a cricket of about the same weight as a male spider not surprisingly the offspring of females in the first group those allowed to cannibalise their partners were bigger more numerous and longer lived than those of females in the second ,288
19326,19397,"Evidently, something in male fishing-spider flesh is particularly advantageous for the production and development of young.Exactly what this something is, Dr Schwartz and Dr Hebets cannot yet say.",evidently something in male fishing spider flesh is particularly advantageous for the production and development of young exactly what this something is dr schwartz and dr hebets cannot yet say ,194
19328,19399,"The fact that the male spider dies after mating, and thus makes sure his body is available as a feast for his mate, suggests the mysterious extra nutritional value of that body has evolved specifically for the purpose of nurturing the eggs that will turn into his offspring.",the fact that the male spider dies after mating and thus makes sure his body is available as a feast for his mate suggests the mysterious extra nutritional value of that body has evolved specifically for the purpose of nurturing the eggs that will turn into his offspring ,272
19329,19400,"Possibly, in the past, females have been so good at catching males that few survived to father a second brood anyway.",possibly in the past females have been so good at catching males that few survived to father a second brood anyway ,115
19331,19402,"Whatever the truth, though, the fate of the poor male dark fishing spider is surely the cruellest and most unusual one-night stand of all.",whatever the truth though the fate of the poor male dark fishing spider is surely the cruellest and most unusual one night stand of all ,136
19334,19405,"But he did have a stylish hat, a military background and adventures in wild places.",but he did have a stylish hat a military background and adventures in wild places ,82
19335,19406,"His adoring students dubbed him the real life version of the cinematic creation.A Marine Corps captain, he trained as an artillery officer, “cascading expensive, high explosive ordnance onto stockpiles of junk cars”.",his adoring students dubbed him the real life version of the cinematic creation a marine corps captain he trained as an artillery officer cascading expensive high explosive ordnance onto stockpiles of junk cars ,211
19338,19409,He feared that he and his friends would be left “to build our careers with carefully stacked minutiae”.,he feared that he and his friends would be left to build our careers with carefully stacked minutiae ,101
19340,19411,"But to crack the secrets of the fossil world, he had to master not only the rocks but the organisms they hid.",but to crack the secrets of the fossil world he had to master not only the rocks but the organisms they hid ,108
19341,19412,"He was the first Yale Graduate School student to cross over to the Medical School, to study anatomy and embryology.Later, he illustrated his lectures with fine anatomical drawings, painstakingly rendered with what he proudly called Harvard’s best collection of sharpened chalks (he was not a PowerPoint person).",he was the first yale graduate school student to cross over to the medical school to study anatomy and embryology later he illustrated his lectures with fine anatomical drawings painstakingly rendered with what he proudly called harvard s best collection of sharpened chalks he was not a powerpoint person ,306
19342,19413,"When necessary, he would draw bones and muscles on his own suit.",when necessary he would draw bones and muscles on his own suit ,63
19343,19414,"To illustrate the body’s natural shock-absorbers, he would stomp round the room on a peg leg, reading the description of Captain Ahab’s gait in “Moby Dick”.",to illustrate the body s natural shock absorbers he would stomp round the room on a peg leg reading the description of captain ahab s gait in moby dick ,152
19344,19415,"Students loved that, and how he timed his lectures to the second.He had no time for academic squabbles and protocol, brushing off rebukes and bureaucratic constraints.",students loved that and how he timed his lectures to the second he had no time for academic squabbles and protocol brushing off rebukes and bureaucratic constraints ,165
19345,19416,"Charm was his first weapon, obstinacy his second.",charm was his first weapon obstinacy his second ,48
19346,19417,It was not just his clothes and vocabulary that were old-fashioned.,it was not just his clothes and vocabulary that were old fashioned ,67
19348,19419,"Unusually for modern academia, he showered praise on colleagues and deprecated his own triumphs.",unusually for modern academia he showered praise on colleagues and deprecated his own triumphs ,95
19349,19420,But he was a mighty foe when roused.,but he was a mighty foe when roused ,36
19350,19421,"He could swear like a Marine, “without repeating myself” and helped oust the abrasive Larry Summers from the Harvard presidency.The first field trip was to Africa, where his “very close and extremely naive encounters” with the local fauna included a self-portrait with a black rhino (plentiful as “rats in a dump” in those days).",he could swear like a marine without repeating myself and helped oust the abrasive larry summers from the harvard presidency the first field trip was to africa where his very close and extremely naive encounters with the local fauna included a self portrait with a black rhino plentiful as rats in a dump in those days ,319
19351,19422,The beast took offence and charged; Mr Jenkins made it back to his car minus a lens cap.,the beast took offence and charged mr jenkins made it back to his car minus a lens cap ,87
19352,19423,"Living vertebrates, he decided, were just as interesting as their extinct relatives.High speed cineradiography (making moving pictures from X-rays), plus treadmills and a wind tunnel gave him new insights into how animals move: walking, trotting, galloping, flying and brachiating (the way monkeys swing).",living vertebrates he decided were just as interesting as their extinct relatives high speed cineradiography making moving pictures from x rays plus treadmills and a wind tunnel gave him new insights into how animals move walking trotting galloping flying and brachiating the way monkeys swing ,294
19353,19424,"His efforts reached, he said proudly, “circus-like” proportions.",his efforts reached he said proudly circus like proportions ,60
19354,19425,"“Tree shrews ricocheted across my bookshelves and desk,” he recalled.", tree shrews ricocheted across my bookshelves and desk he recalled ,67
19360,19431,A cast of a huge paw print in his office was a souvenir of a particularly narrow escape.The trophies of those trips were carefully chipped open at Harvard.,a cast of a huge paw print in his office was a souvenir of a particularly narrow escape the trophies of those trips were carefully chipped open at harvard ,155
19362,19433,“Rose” was the Christian name of an anonymous benefactor who subsidised the expeditions., rose was the christian name of an anonymous benefactor who subsidised the expeditions ,87
19363,19434,Tiktaalik was a homage to his Inuit hosts: their word for a large freshwater fish.,tiktaalik was a homage to his inuit hosts their word for a large freshwater fish ,81
19365,19436,"In layman’s language, it was a 375m-year-old fish with legs, a rudimentary ear and a snout for catching prey—a vital clue to how living beings first moved from sea to land.Smart manAnother big find was what he called the “ugliest animal in the world” (therefore named Gerrothorax pulcherrimus, or “most beautiful wicker chest”).",in layman s language it was a m year old fish with legs a rudimentary ear and a snout for catching prey a vital clue to how living beings first moved from sea to land smart mananother big find was what he called the ugliest animal in the world therefore named gerrothorax pulcherrimus or most beautiful wicker chest ,316
19366,19437,It was a 210m-year-old armoured marine creature.,it was a m year old armoured marine creature ,45
19370,19441,"It initially looked like “road kill”, his colleague Neil Shubin said: a 190m-year-old mash of four different frog skeletons.",it initially looked like road kill his colleague neil shubin said a m year old mash of four different frog skeletons ,117
19371,19442,The two men spent the next 14 years picking them apart and putting them back together.,the two men spent the next years picking them apart and putting them back together ,83
19372,19443,"They named their find Prosalirus  bitis, combining a Latin word meaning “leap forward” with a Navajo word for “high above it”.After a bout of cancer he dismissed a visitor’s worries, saying: “as a palaeontologist, I’m familiar with extinction.” In his spare time he trapped the chipmunks that infested his barn and made prodigious quantities of cider from his own apples.",they named their find prosalirus bitis combining a latin word meaning leap forward with a navajo word for high above it after a bout of cancer he dismissed a visitor s worries saying as a palaeontologist i m familiar with extinction in his spare time he trapped the chipmunks that infested his barn and made prodigious quantities of cider from his own apples ,359
19374,19445,It took 150 years for the continent to recover.,it took years for the continent to recover ,43
19375,19446,"The disease was so devastating that it changed the social order, as a scarcity of labour led to higher wages for the survivors, hastening the demise of feudalism.The plague was caused by Yersinia pestis, a bacterium that lives in fleas.",the disease was so devastating that it changed the social order as a scarcity of labour led to higher wages for the survivors hastening the demise of feudalism the plague was caused by yersinia pestis a bacterium that lives in fleas ,233
19377,19448,"In Asia, where the disease came from, they lived on gerbils.",in asia where the disease came from they lived on gerbils ,58
19381,19452,"So, as their names suggest, are the swine- and bird-flu strains that keep epidemiologists awake at night.Trying to work out which animals are reservoirs of disease that might infect humans is therefore an important job.",so as their names suggest are the swine and bird flu strains that keep epidemiologists awake at night trying to work out which animals are reservoirs of disease that might infect humans is therefore an important job ,216
19382,19453,It is also a tricky one.,it is also a tricky one ,24
19397,19468,"When they did this, they found 150 that fitted the bill.",when they did this they found that fitted the bill ,51
19400,19471,They cannot say for sure that any particular species is a reservoir of diseases which could be transmitted to people.,they cannot say for sure that any particular species is a reservoir of diseases which could be transmitted to people ,117
19408,19479,It was the American states of Kansas and Nebraska.,it was the american states of kansas and nebraska ,50
19409,19480,Zoologists looking to make a name for themselves—and to help stave off future epidemics—may therefore want to make the prairies the destination of their own obscure-rodent-studying field trips.,zoologists looking to make a name for themselves and to help stave off future epidemics may therefore want to make the prairies the destination of their own obscure rodent studying field trips ,193
19410,19481,Invisible: The Dangerous Allure of the Unseen.,invisible the dangerous allure of the unseen ,45
19414,19485,"While the characters discover that the rings render them invisible, and go on to use them for their own ends, neither seriously questions the trinkets’ strange abilities.",while the characters discover that the rings render them invisible and go on to use them for their own ends neither seriously questions the trinkets strange abilities ,167
19415,19486,"As Philip Ball explains in the opening lines of his new book, this is because in traditional magic tales, all that was needed to make something invisible was special knowledge or powerful friends.",as philip ball explains in the opening lines of his new book this is because in traditional magic tales all that was needed to make something invisible was special knowledge or powerful friends ,194
19416,19487,The feat itself was not awesome.,the feat itself was not awesome ,32
19417,19488,"Once invisibility had been secured, “no one was particularly surprised or impressed” by it.People today can show a similar lack of curiosity at the invisible forces that surround them: how many readers will know exactly how mobile phones work or how books can appear on their e-reader?",once invisibility had been secured no one was particularly surprised or impressed by it people today can show a similar lack of curiosity at the invisible forces that surround them how many readers will know exactly how mobile phones work or how books can appear on their e reader ,281
19419,19490,It allows him to show the breadth of his learning in yoking examples from various disciplines together.,it allows him to show the breadth of his learning in yoking examples from various disciplines together ,103
19420,19491,What emerges in his book on “The Dangerous Allure of the Unseen” is a fascinating compendium of the ways in which both the idea and the reality of invisibility have resonated in human minds over the centuries.,what emerges in his book on the dangerous allure of the unseen is a fascinating compendium of the ways in which both the idea and the reality of invisibility have resonated in human minds over the centuries ,207
19421,19492,"It ranges from the ghost of Hamlet’s father, via the squabbles between a zoologist and a marine painter over who had the greatest impact on first-world-war naval camouflage, to the claims of the authors of “Occult Chemistry”, published in 1908, that by meditating they could give themselves “etheric eyes” that could see things at the atomic level.",it ranges from the ghost of hamlet s father via the squabbles between a zoologist and a marine painter over who had the greatest impact on first world war naval camouflage to the claims of the authors of occult chemistry published in that by meditating they could give themselves etheric eyes that could see things at the atomic level ,335
19423,19494,"Imagine the repelled fascination of Antoni van Leeuwenhoek, a 17th-century Dutch cloth merchant, who used a microscope to examine water droplets and found them full of “animalcules”, which the unaided eye could not see, moving around in unfathomable ways.",imagine the repelled fascination of antoni van leeuwenhoek a th century dutch cloth merchant who used a microscope to examine water droplets and found them full of animalcules which the unaided eye could not see moving around in unfathomable ways ,247
19424,19495,"His English contemporary, Robert Hooke, published “Micrographia” in 1665, full of drawings of things too small to see with the naked eye, such as a flea’s amour-like plating and the compound eyes of a fly.",his english contemporary robert hooke published micrographia in full of drawings of things too small to see with the naked eye such as a flea s amour like plating and the compound eyes of a fly ,194
19426,19497,“Where are these little beasts?” one physician wrote., where are these little beasts one physician wrote ,51
19427,19498,“Show them to us and we shall believe in them.”Mr Ball’s descriptions of the fascinating netherworld of Victorian spiritualism have an unexpectedly emotional element., show them to us and we shall believe in them mr ball s descriptions of the fascinating netherworld of victorian spiritualism have an unexpectedly emotional element ,165
19428,19499,"William Crookes, a chemist and journalist, began attending séances after the death of his brother in the 1860s.",william crookes a chemist and journalist began attending s ances after the death of his brother in the s ,105
19429,19500,"“At first we had rough manifestations,” he wrote after one, “the table floated six inches from the ground and then dashed down, loud and unpleasant noises bawling in our ears.” Though he was aware of the stratagems mountebanks used to hoodwink the gullible, Crookes was unable to retain a healthy scepticism and indeed became infatuated with Florence Cook, a teenage medium.", at first we had rough manifestations he wrote after one the table floated six inches from the ground and then dashed down loud and unpleasant noises bawling in our ears though he was aware of the stratagems mountebanks used to hoodwink the gullible crookes was unable to retain a healthy scepticism and indeed became infatuated with florence cook a teenage medium ,365
19430,19501,It is hard to ignore the pathos of Crookes’s passionate defence of spiritualism in the face of ridicule from his scientist contemporaries and Miss Cook’s inevitable unmasking as a fraud.Later chapters are increasingly science- rather than culture-led.,it is hard to ignore the pathos of crookes s passionate defence of spiritualism in the face of ridicule from his scientist contemporaries and miss cook s inevitable unmasking as a fraud later chapters are increasingly science rather than culture led ,250
19439,19510,But perhaps one day rendering buildings and even humans invisible will be as unremarkable as ordering an e-book or finding a magic ring in a fairy tale.,but perhaps one day rendering buildings and even humans invisible will be as unremarkable as ordering an e book or finding a magic ring in a fairy tale ,152
19451,19522,"They picked up critters from as deep as 6km, and they did so using both typical trawling nets and a special box that was designed to scoop up a slab of ocean floor along with a slice of undisturbed water from immediately above it.",they picked up critters from as deep as km and they did so using both typical trawling nets and a special box that was designed to scoop up a slab of ocean floor along with a slice of undisturbed water from immediately above it ,228
19468,19539,It did.,it did ,7
19474,19545,"Not only can it respond to invaders of almost any description, it also remembers the ones it has met so that it can nail them more swiftly if it meets them again.",not only can it respond to invaders of almost any description it also remembers the ones it has met so that it can nail them more swiftly if it meets them again ,161
19491,19562,But they did not.,but they did not ,17
19511,19582,Runtime: 28 minListen on: Apple Podcasts | Spotify | Google | Stitcher | TuneInWe would love to hear from you—please take a moment to complete our listener survey at economist.com/babbagesurvey.,runtime minlisten on apple podcasts spotify google stitcher tuneinwe would love to hear from you please take a moment to complete our listener survey at economist com babbagesurvey ,181
19523,19594,More than 50 children have already died in America.,more than children have already died in america ,48
19526,19597,The situation in some cities was said to resemble an outbreak of bubonic plague.,the situation in some cities was said to resemble an outbreak of bubonic plague ,80
19527,19598,"A shortage of coffins and a failure to collect all corpses led some parents to put their dead children into large macaroni boxes, notes Jen Wright, author of “Get Well Soon”, a book surveying historical epidemics.",a shortage of coffins and a failure to collect all corpses led some parents to put their dead children into large macaroni boxes notes jen wright author of get well soon a book surveying historical epidemics ,208
19528,19599,The pandemic seems to have hit so hard because it was a new variant to which people had little immunity.,the pandemic seems to have hit so hard because it was a new variant to which people had little immunity ,104
19546,19617,"A breakthrough may not be imminent, but thousands of coughing, wheezing sufferers would be glad to hear some good news.",a breakthrough may not be imminent but thousands of coughing wheezing sufferers would be glad to hear some good news ,117
19551,19622,"Or, rather, it would have done, had Dr Steinman not died on September 30th.",or rather it would have done had dr steinman not died on september th ,70
19553,19624,"Whether the Karolinska Institute, which decides on the winner, was aware of Dr Steinman's death when it made its choice is unclear, but the announcement of Dr Steinman's award made no mention of his death.Update: The Karolinska Institute has issued a statement saying that Dr Steinman will retain his prize: ""According to the statutes of the Nobel Foundation, work produced by a person since deceased shall not be given an award.",whether the karolinska institute which decides on the winner was aware of dr steinman s death when it made its choice is unclear but the announcement of dr steinman s award made no mention of his death update the karolinska institute has issued a statement saying that dr steinman will retain his prize according to the statutes of the nobel foundation work produced by a person since deceased shall not be given an award ,422
19554,19625,"However, the statutes specify that if a person has been awarded a prize and has died before receiving it, the prize may be presented...the decision to award the Nobel Prize to Ralph Steinman was made in good faith, based on the assumption that the Nobel Laureate was alive.",however the statutes specify that if a person has been awarded a prize and has died before receiving it the prize may be presented the decision to award the nobel prize to ralph steinman was made in good faith based on the assumption that the nobel laureate was alive ,268
19561,19632,The mystery was the cause.,the mystery was the cause ,26
19578,19649,It then continues to be made until the temperature has gone back down again—and for a further two days thereafter.,it then continues to be made until the temperature has gone back down again and for a further two days thereafter ,114
19605,19676,But the news is not all bad.,but the news is not all bad ,28
19615,19686,"How well they will work, though, is another matter.",how well they will work though is another matter ,49
19624,19695,"So did men and older people, both of whom are at greater risk of more severe illness.The four-month lifespan is cheering for two reasons.",so did men and older people both of whom are at greater risk of more severe illness the four month lifespan is cheering for two reasons ,136
19646,19717,"The decision to forgo cancer screenings and physical exams has set her apart from her friends, whose calendars are full of doctors’ appointments and whose cupboards are crammed with supplements and medicines.",the decision to forgo cancer screenings and physical exams has set her apart from her friends whose calendars are full of doctors appointments and whose cupboards are crammed with supplements and medicines ,206
19647,19718,"But as the American writer, who is 76, explains in “Natural Causes”, once she realised she was “old enough to die”, there was no good reason to live a “medicalised life”.",but as the american writer who is explains in natural causes once she realised she was old enough to die there was no good reason to live a medicalised life ,157
19649,19720,She will go to the doctor in an emergency.,she will go to the doctor in an emergency ,42
19658,19729,"Since Christianity taught that time on Earth was preparation for the afterlife, and that God decided death’s moment, you might as well do good works in the meantime.Thanks to the wonders of science and economic growth, life expectancy in rich countries is now more than 80.",since christianity taught that time on earth was preparation for the afterlife and that god decided death s moment you might as well do good works in the meantime thanks to the wonders of science and economic growth life expectancy in rich countries is now more than ,267
19659,19730,Death is generally less capricious and sudden.,death is generally less capricious and sudden ,46
19661,19732,Doctors have ousted priests as the anointed experts in mortality.,doctors have ousted priests as the anointed experts in mortality ,65
19665,19736,"Articulating her “dystopian view of the body”, she rejects the concept of it as a well-oiled machine.",articulating her dystopian view of the body she rejects the concept of it as a well oiled machine ,98
19666,19737,Instead it is a battleground.,instead it is a battleground ,29
19670,19741,"“Many people will find this perspective disappointing, even defeatist,” she concedes.She does go too far.", many people will find this perspective disappointing even defeatist she concedes she does go too far ,102
19674,19745,It may be easy for a well-heeled American to feel over-medicalised; less so a single mother without insurance.Nevertheless there is a profound message buried in this survey.,it may be easy for a well heeled american to feel over medicalised less so a single mother without insurance nevertheless there is a profound message buried in this survey ,172
19677,19748,But there is an exception.,but there is an exception ,26
19683,19754,"Then, they fed those animals raw or dry-roasted peanuts.",then they fed those animals raw or dry roasted peanuts ,55
19694,19765,"If this finding holds up it could mean that, though those who develop peanut allergy may never enjoy the things in the way that the rest of humanity does, at least effects of peanuts on them will be peanuts.",if this finding holds up it could mean that though those who develop peanut allergy may never enjoy the things in the way that the rest of humanity does at least effects of peanuts on them will be peanuts ,205
19696,19767,"Fate, says Morpheus, is not without a sense of irony.",fate says morpheus is not without a sense of irony ,51
